"CurrentApplication","Date"
"mstsc","06-04-2017 21:28:32"
"mstsc","06-04-2017 21:28:33"
"mstsc","06-04-2017 21:28:35"
"mstsc","06-04-2017 21:28:36"
"mstsc","06-04-2017 21:28:37"
"mstsc","06-04-2017 21:28:38"
"mstsc","06-04-2017 21:28:39"
"mstsc","06-04-2017 21:28:40"
"mstsc","06-04-2017 21:28:41"
"mstsc","06-04-2017 21:28:42"
"mstsc","06-04-2017 21:28:43"
"mstsc","06-04-2017 21:28:45"
"mstsc","06-04-2017 21:28:46"
"mstsc","06-04-2017 21:28:47"
"mstsc","06-04-2017 21:28:48"
"mstsc","06-04-2017 21:28:49"
"mstsc","06-04-2017 21:28:50"
"mstsc","06-04-2017 21:28:51"
"mstsc","06-04-2017 21:28:52"
"mstsc","06-04-2017 21:28:53"
"mstsc","06-04-2017 21:28:55"
"mstsc","06-04-2017 21:28:56"
"mstsc","06-04-2017 21:28:57"
"mstsc","06-04-2017 21:28:58"
"mstsc","06-04-2017 21:28:59"
"mstsc","06-04-2017 21:29:00"
"mstsc","06-04-2017 21:29:01"
"mstsc","06-04-2017 21:29:02"
"mstsc","06-04-2017 21:29:03"
"mstsc","06-04-2017 21:29:05"
"mstsc","06-04-2017 21:29:06"
"mstsc","06-04-2017 21:29:07"
"mstsc","06-04-2017 21:29:08"
"mstsc","06-04-2017 21:29:09"
"mstsc","06-04-2017 21:29:10"
"mstsc","06-04-2017 21:29:11"
"mstsc","06-04-2017 21:29:12"
"mstsc","06-04-2017 21:29:13"
"mstsc","06-04-2017 21:29:14"
"mstsc","06-04-2017 21:29:15"
"mstsc","06-04-2017 21:29:17"
"mstsc","06-04-2017 21:29:18"
"mstsc","06-04-2017 21:29:19"
"mstsc","06-04-2017 21:29:20"
"mstsc","06-04-2017 21:29:21"
"mstsc","06-04-2017 21:29:22"
"mstsc","06-04-2017 21:29:23"
"mstsc","06-04-2017 21:29:24"
"mstsc","06-04-2017 21:29:25"
"mstsc","06-04-2017 21:29:27"
"mstsc","06-04-2017 21:29:28"
"mstsc","06-04-2017 21:29:29"
"mstsc","06-04-2017 21:29:30"
"mstsc","06-04-2017 21:29:31"
"mstsc","06-04-2017 21:29:32"
"mstsc","06-04-2017 21:29:33"
"mstsc","06-04-2017 21:29:34"
"mstsc","06-04-2017 21:29:35"
"mstsc","06-04-2017 21:29:37"
"mstsc","06-04-2017 21:29:38"
"mstsc","06-04-2017 21:29:39"
"mstsc","06-04-2017 21:29:40"
"mstsc","06-04-2017 21:29:41"
"mstsc","06-04-2017 21:29:42"
"mstsc","06-04-2017 21:29:43"
"mstsc","06-04-2017 21:29:44"
"mstsc","06-04-2017 21:29:45"
"mstsc","06-04-2017 21:29:47"
"mstsc","06-04-2017 21:29:48"
"mstsc","06-04-2017 21:29:49"
"mstsc","06-04-2017 21:29:50"
"mstsc","06-04-2017 21:29:51"
"mstsc","06-04-2017 21:29:52"
"mstsc","06-04-2017 21:29:53"
"mstsc","06-04-2017 21:29:54"
"mstsc","06-04-2017 21:29:55"
"mstsc","06-04-2017 21:29:57"
"mstsc","06-04-2017 21:29:58"
"mstsc","06-04-2017 21:29:59"
"mstsc","06-04-2017 21:30:00"
"mstsc","06-04-2017 21:30:01"
"mstsc","06-04-2017 21:30:02"
"mstsc","06-04-2017 21:30:03"
"mstsc","06-04-2017 21:30:04"
"mstsc","06-04-2017 21:30:05"
"mstsc","06-04-2017 21:30:07"
"mstsc","06-04-2017 21:30:08"
"mstsc","06-04-2017 21:30:09"
"mstsc","06-04-2017 21:30:10"
"mstsc","06-04-2017 21:30:11"
"mstsc","06-04-2017 21:30:12"
"mstsc","06-04-2017 21:30:13"
"mstsc","06-04-2017 21:30:14"
"mstsc","06-04-2017 21:30:16"
"mstsc","06-04-2017 21:30:17"
"mstsc","06-04-2017 21:30:18"
"mstsc","06-04-2017 21:30:19"
"mstsc","06-04-2017 21:30:20"
"mstsc","06-04-2017 21:30:21"
"mstsc","06-04-2017 21:30:22"
"mstsc","06-04-2017 21:30:23"
"mstsc","06-04-2017 21:30:24"
"mstsc","06-04-2017 21:30:25"
"mstsc","06-04-2017 21:30:26"
"mstsc","06-04-2017 21:30:28"
"mstsc","06-04-2017 21:30:29"
"mstsc","06-04-2017 21:30:30"
"mstsc","06-04-2017 21:30:31"
"mstsc","06-04-2017 21:30:32"
"mstsc","06-04-2017 21:30:33"
"mstsc","06-04-2017 21:30:34"
"mstsc","06-04-2017 21:30:35"
"mstsc","06-04-2017 21:30:37"
"mstsc","06-04-2017 21:30:38"
"mstsc","06-04-2017 21:30:39"
"mstsc","06-04-2017 21:30:40"
"mstsc","06-04-2017 21:30:41"
"mstsc","06-04-2017 21:30:42"
"mstsc","06-04-2017 21:30:43"
"mstsc","06-04-2017 21:30:44"
"mstsc","06-04-2017 21:30:45"
"mstsc","06-04-2017 21:30:46"
"mstsc","06-04-2017 21:30:48"
"mstsc","06-04-2017 21:30:49"
"mstsc","06-04-2017 21:30:50"
"mstsc","06-04-2017 21:30:51"
"mstsc","06-04-2017 21:30:52"
"mstsc","06-04-2017 21:30:53"
"mstsc","06-04-2017 21:30:54"
"mstsc","06-04-2017 21:30:55"
"mstsc","06-04-2017 21:30:56"
"mstsc","06-04-2017 21:30:58"
"mstsc","06-04-2017 21:30:59"
"mstsc","06-04-2017 21:31:00"
"mstsc","06-04-2017 21:31:01"
"mstsc","06-04-2017 21:31:02"
"mstsc","06-04-2017 21:31:03"
"mstsc","06-04-2017 21:31:04"
"mstsc","06-04-2017 21:31:05"
"mstsc","06-04-2017 21:31:06"
"mstsc","06-04-2017 21:31:07"
"mstsc","06-04-2017 21:31:09"
"mstsc","06-04-2017 21:31:10"
"mstsc","06-04-2017 21:31:11"
"mstsc","06-04-2017 21:31:12"
"mstsc","06-04-2017 21:31:13"
"mstsc","06-04-2017 21:31:14"
"mstsc","06-04-2017 21:31:15"
"mstsc","06-04-2017 21:31:16"
"mstsc","06-04-2017 21:31:17"
"mstsc","06-04-2017 21:31:19"
"mstsc","06-04-2017 21:31:20"
"mstsc","06-04-2017 21:31:21"
"mstsc","06-04-2017 21:31:22"
"mstsc","06-04-2017 21:31:23"
"mstsc","06-04-2017 21:31:24"
"mstsc","06-04-2017 21:31:25"
"mstsc","06-04-2017 21:31:26"
"mstsc","06-04-2017 21:31:28"
"mstsc","06-04-2017 21:31:29"
"mstsc","06-04-2017 21:31:30"
"mstsc","06-04-2017 21:31:31"
"mstsc","06-04-2017 21:31:32"
"mstsc","06-04-2017 21:31:33"
"mstsc","06-04-2017 21:31:34"
"mstsc","06-04-2017 21:31:35"
"mstsc","06-04-2017 21:31:36"
"mstsc","06-04-2017 21:31:37"
"mstsc","06-04-2017 21:31:39"
"mstsc","06-04-2017 21:31:40"
"mstsc","06-04-2017 21:31:41"
"mstsc","06-04-2017 21:31:42"
"mstsc","06-04-2017 21:31:43"
"mstsc","06-04-2017 21:31:44"
"mstsc","06-04-2017 21:31:45"
"mstsc","06-04-2017 21:31:46"
"mstsc","06-04-2017 21:31:47"
"mstsc","06-04-2017 21:31:48"
"mstsc","06-04-2017 21:31:49"
"mstsc","06-04-2017 21:31:51"
"mstsc","06-04-2017 21:31:52"
"mstsc","06-04-2017 21:31:53"
"mstsc","06-04-2017 21:31:54"
"mstsc","06-04-2017 21:31:55"
"mstsc","06-04-2017 21:31:56"
"mstsc","06-04-2017 21:31:57"
"mstsc","06-04-2017 21:31:58"
"mstsc","06-04-2017 21:31:59"
"mstsc","06-04-2017 21:32:01"
"mstsc","06-04-2017 21:32:02"
"mstsc","06-04-2017 21:32:03"
"mstsc","06-04-2017 21:32:04"
"mstsc","06-04-2017 21:32:05"
"mstsc","06-04-2017 21:32:06"
"mstsc","06-04-2017 21:32:07"
"mstsc","06-04-2017 21:32:08"
"mstsc","06-04-2017 21:32:09"
"mstsc","06-04-2017 21:32:11"
"mstsc","06-04-2017 21:32:12"
"mstsc","06-04-2017 21:32:13"
"mstsc","06-04-2017 21:32:14"
"mstsc","06-04-2017 21:32:15"
"mstsc","06-04-2017 21:32:16"
"mstsc","06-04-2017 21:32:17"
"mstsc","06-04-2017 21:32:18"
"mstsc","06-04-2017 21:32:20"
"mstsc","06-04-2017 21:32:21"
"mstsc","06-04-2017 21:32:22"
"mstsc","06-04-2017 21:32:23"
"mstsc","06-04-2017 21:32:24"
"mstsc","06-04-2017 21:32:25"
"mstsc","06-04-2017 21:32:27"
"mstsc","06-04-2017 21:32:28"
"mstsc","06-04-2017 21:32:29"
"mstsc","06-04-2017 21:32:30"
"mstsc","06-04-2017 21:32:31"
"mstsc","06-04-2017 21:32:32"
"mstsc","06-04-2017 21:32:34"
"mstsc","06-04-2017 21:32:35"
"mstsc","06-04-2017 21:32:36"
"mstsc","06-04-2017 21:32:37"
"mstsc","06-04-2017 21:32:38"
"mstsc","06-04-2017 21:32:39"
"mstsc","06-04-2017 21:32:40"
"mstsc","06-04-2017 21:32:41"
"mstsc","06-04-2017 21:32:42"
"mstsc","06-04-2017 21:32:44"
"mstsc","06-04-2017 21:32:45"
"mstsc","06-04-2017 21:32:46"
"mstsc","06-04-2017 21:32:47"
"mstsc","06-04-2017 21:32:48"
"mstsc","06-04-2017 21:32:49"
"mstsc","06-04-2017 21:32:50"
"mstsc","06-04-2017 21:32:52"
"mstsc","06-04-2017 21:32:53"
"mstsc","06-04-2017 21:32:54"
"mstsc","06-04-2017 21:32:55"
"mstsc","06-04-2017 21:32:56"
"mstsc","06-04-2017 21:32:57"
"mstsc","06-04-2017 21:32:59"
"mstsc","06-04-2017 21:33:00"
"mstsc","06-04-2017 21:33:01"
"mstsc","06-04-2017 21:33:02"
"mstsc","06-04-2017 21:33:03"
"mstsc","06-04-2017 21:33:04"
"mstsc","06-04-2017 21:33:05"
"mstsc","06-04-2017 21:33:06"
"mstsc","06-04-2017 21:33:08"
"mstsc","06-04-2017 21:33:09"
"mstsc","06-04-2017 21:33:10"
"mstsc","06-04-2017 21:33:11"
"mstsc","06-04-2017 21:33:12"
"mstsc","06-04-2017 21:33:13"
"mstsc","06-04-2017 21:33:14"
"mstsc","06-04-2017 21:33:15"
"mstsc","06-04-2017 21:33:16"
"mstsc","06-04-2017 21:33:18"
"mstsc","06-04-2017 21:33:19"
"mstsc","06-04-2017 21:33:20"
"mstsc","06-04-2017 21:33:21"
"mstsc","06-04-2017 21:33:22"
"mstsc","06-04-2017 21:33:23"
"mstsc","06-04-2017 21:33:24"
"mstsc","06-04-2017 21:33:25"
"mstsc","06-04-2017 21:33:26"
"mstsc","06-04-2017 21:33:28"
"mstsc","06-04-2017 21:33:29"
"mstsc","06-04-2017 21:33:30"
"mstsc","06-04-2017 21:33:31"
"mstsc","06-04-2017 21:33:32"
"mstsc","06-04-2017 21:33:33"
"mstsc","06-04-2017 21:33:34"
"mstsc","06-04-2017 21:33:35"
"mstsc","06-04-2017 21:33:37"
"mstsc","06-04-2017 21:33:38"
"mstsc","06-04-2017 21:33:39"
"mstsc","06-04-2017 21:33:40"
"mstsc","06-04-2017 21:33:41"
"mstsc","06-04-2017 21:33:42"
"mstsc","06-04-2017 21:33:43"
"mstsc","06-04-2017 21:33:44"
"mstsc","06-04-2017 21:33:46"
"mstsc","06-04-2017 21:33:47"
"mstsc","06-04-2017 21:33:48"
"mstsc","06-04-2017 21:33:49"
"mstsc","06-04-2017 21:33:50"
"mstsc","06-04-2017 21:33:51"
"mstsc","06-04-2017 21:33:52"
"mstsc","06-04-2017 21:33:53"
"mstsc","06-04-2017 21:33:55"
"mstsc","06-04-2017 21:33:56"
"mstsc","06-04-2017 21:33:57"
"mstsc","06-04-2017 21:33:58"
"mstsc","06-04-2017 21:33:59"
"mstsc","06-04-2017 21:34:00"
"mstsc","06-04-2017 21:34:01"
"mstsc","06-04-2017 21:34:02"
"mstsc","06-04-2017 21:34:04"
"mstsc","06-04-2017 21:34:05"
"mstsc","06-04-2017 21:34:06"
"mstsc","06-04-2017 21:34:07"
"mstsc","06-04-2017 21:34:08"
"mstsc","06-04-2017 21:34:09"
"mstsc","06-04-2017 21:34:10"
"mstsc","06-04-2017 21:34:11"
"mstsc","06-04-2017 21:34:12"
"mstsc","06-04-2017 21:34:14"
"mstsc","06-04-2017 21:34:15"
"mstsc","06-04-2017 21:34:16"
"mstsc","06-04-2017 21:34:17"
"mstsc","06-04-2017 21:34:18"
"mstsc","06-04-2017 21:34:19"
"mstsc","06-04-2017 21:34:20"
"mstsc","06-04-2017 21:34:22"
"mstsc","06-04-2017 21:34:23"
"mstsc","06-04-2017 21:34:24"
"mstsc","06-04-2017 21:34:25"
"mstsc","06-04-2017 21:34:26"
"mstsc","06-04-2017 21:34:27"
"mstsc","06-04-2017 21:34:29"
"mstsc","06-04-2017 21:34:30"
"mstsc","06-04-2017 21:34:31"
"mstsc","06-04-2017 21:34:32"
"mstsc","06-04-2017 21:34:33"
"mstsc","06-04-2017 21:34:34"
"mstsc","06-04-2017 21:34:36"
"mstsc","06-04-2017 21:34:37"
"mstsc","06-04-2017 21:34:38"
"mstsc","06-04-2017 21:34:39"
"mstsc","06-04-2017 21:34:40"
"mstsc","06-04-2017 21:34:41"
"mstsc","06-04-2017 21:34:42"
"mstsc","06-04-2017 21:34:43"
"mstsc","06-04-2017 21:34:44"
"mstsc","06-04-2017 21:34:46"
"mstsc","06-04-2017 21:34:47"
"mstsc","06-04-2017 21:34:48"
"mstsc","06-04-2017 21:34:49"
"mstsc","06-04-2017 21:34:50"
"mstsc","06-04-2017 21:34:51"
"mstsc","06-04-2017 21:34:52"
"mstsc","06-04-2017 21:34:53"
"mstsc","06-04-2017 21:34:54"
"mstsc","06-04-2017 21:34:56"
"mstsc","06-04-2017 21:34:57"
"mstsc","06-04-2017 21:34:58"
"mstsc","06-04-2017 21:34:59"
"mstsc","06-04-2017 21:35:00"
"mstsc","06-04-2017 21:35:01"
"mstsc","06-04-2017 21:35:02"
"mstsc","06-04-2017 21:35:03"
"mstsc","06-04-2017 21:35:05"
"mstsc","06-04-2017 21:35:06"
"mstsc","06-04-2017 21:35:07"
"mstsc","06-04-2017 21:35:08"
"mstsc","06-04-2017 21:35:09"
"mstsc","06-04-2017 21:35:10"
"mstsc","06-04-2017 21:35:12"
"mstsc","06-04-2017 21:35:13"
"mstsc","06-04-2017 21:35:14"
"mstsc","06-04-2017 21:35:15"
"mstsc","06-04-2017 21:35:16"
"mstsc","06-04-2017 21:35:17"
"mstsc","06-04-2017 21:35:18"
"mstsc","06-04-2017 21:35:19"
"mstsc","06-04-2017 21:35:21"
"mstsc","06-04-2017 21:35:22"
"mstsc","06-04-2017 21:35:23"
"mstsc","06-04-2017 21:35:24"
"mstsc","06-04-2017 21:35:25"
"mstsc","06-04-2017 21:35:26"
"mstsc","06-04-2017 21:35:27"
"mstsc","06-04-2017 21:35:28"
"mstsc","06-04-2017 21:35:29"
"mstsc","06-04-2017 21:35:31"
"mstsc","06-04-2017 21:35:32"
"mstsc","06-04-2017 21:35:33"
"mstsc","06-04-2017 21:35:34"
"mstsc","06-04-2017 21:35:35"
"mstsc","06-04-2017 21:35:36"
"mstsc","06-04-2017 21:35:37"
"mstsc","06-04-2017 21:35:38"
"mstsc","06-04-2017 21:35:39"
"mstsc","06-04-2017 21:35:41"
"mstsc","06-04-2017 21:35:42"
"mstsc","06-04-2017 21:35:43"
"mstsc","06-04-2017 21:35:44"
"mstsc","06-04-2017 21:35:45"
"mstsc","06-04-2017 21:35:46"
"mstsc","06-04-2017 21:35:48"
"mstsc","06-04-2017 21:35:49"
"mstsc","06-04-2017 21:35:50"
"mstsc","06-04-2017 21:35:51"
"mstsc","06-04-2017 21:35:52"
"mstsc","06-04-2017 21:35:53"
"mstsc","06-04-2017 21:35:54"
"mstsc","06-04-2017 21:35:55"
"mstsc","06-04-2017 21:35:56"
"mstsc","06-04-2017 21:35:58"
"mstsc","06-04-2017 21:35:59"
"mstsc","06-04-2017 21:36:00"
"mstsc","06-04-2017 21:36:01"
"mstsc","06-04-2017 21:36:02"
"mstsc","06-04-2017 21:36:03"
"mstsc","06-04-2017 21:36:04"
"mstsc","06-04-2017 21:36:05"
"mstsc","06-04-2017 21:36:06"
"mstsc","06-04-2017 21:36:08"
"mstsc","06-04-2017 21:36:09"
"mstsc","06-04-2017 21:36:10"
"mstsc","06-04-2017 21:36:11"
"mstsc","06-04-2017 21:36:12"
"mstsc","06-04-2017 21:36:13"
"mstsc","06-04-2017 21:36:14"
"mstsc","06-04-2017 21:36:15"
"mstsc","06-04-2017 21:36:16"
"mstsc","06-04-2017 21:36:18"
"mstsc","06-04-2017 21:36:19"
"mstsc","06-04-2017 21:36:20"
"mstsc","06-04-2017 21:36:21"
"mstsc","06-04-2017 21:36:22"
"mstsc","06-04-2017 21:36:23"
"mstsc","06-04-2017 21:36:24"
"mstsc","06-04-2017 21:36:25"
"mstsc","06-04-2017 21:36:26"
"mstsc","06-04-2017 21:36:27"
"mstsc","06-04-2017 21:36:29"
"mstsc","06-04-2017 21:36:30"
"mstsc","06-04-2017 21:36:31"
"mstsc","06-04-2017 21:36:32"
"mstsc","06-04-2017 21:36:33"
"mstsc","06-04-2017 21:36:34"
"mstsc","06-04-2017 21:36:36"
"mstsc","06-04-2017 21:36:37"
"mstsc","06-04-2017 21:36:38"
"mstsc","06-04-2017 21:36:39"
"mstsc","06-04-2017 21:36:40"
"mstsc","06-04-2017 21:36:41"
"mstsc","06-04-2017 21:36:42"
"mstsc","06-04-2017 21:36:44"
"mstsc","06-04-2017 21:36:45"
"mstsc","06-04-2017 21:36:46"
"mstsc","06-04-2017 21:36:47"
"mstsc","06-04-2017 21:36:48"
"mstsc","06-04-2017 21:36:49"
"mstsc","06-04-2017 21:36:50"
"mstsc","06-04-2017 21:36:52"
"mstsc","06-04-2017 21:36:53"
"mstsc","06-04-2017 21:36:54"
"mstsc","06-04-2017 21:36:55"
"mstsc","06-04-2017 21:36:56"
"mstsc","06-04-2017 21:36:57"
"mstsc","06-04-2017 21:36:58"
"mstsc","06-04-2017 21:36:59"
"mstsc","06-04-2017 21:37:01"
"mstsc","06-04-2017 21:37:02"
"mstsc","06-04-2017 21:37:03"
"mstsc","06-04-2017 21:37:04"
"mstsc","06-04-2017 21:37:05"
"mstsc","06-04-2017 21:37:06"
"mstsc","06-04-2017 21:37:07"
"mstsc","06-04-2017 21:37:08"
"mstsc","06-04-2017 21:37:09"
"mstsc","06-04-2017 21:37:11"
"mstsc","06-04-2017 21:37:12"
"mstsc","06-04-2017 21:37:13"
"mstsc","06-04-2017 21:37:14"
"mstsc","06-04-2017 21:37:15"
"mstsc","06-04-2017 21:37:16"
"mstsc","06-04-2017 21:37:17"
"chrome","06-04-2017 21:37:19"
"explorer","06-04-2017 21:37:20"
"powershell_ise","06-04-2017 21:37:31"
"mstsc","06-04-2017 21:37:32"
"mstsc","06-04-2017 21:37:33"
"mstsc","06-04-2017 21:37:35"
"mstsc","06-04-2017 21:37:36"
"mstsc","06-04-2017 21:37:37"
"mstsc","06-04-2017 21:37:38"
"mstsc","06-04-2017 21:37:39"
"mstsc","06-04-2017 21:37:40"
"mstsc","06-04-2017 21:37:41"
"mstsc","06-04-2017 21:37:42"
"mstsc","06-04-2017 21:37:44"
"mstsc","06-04-2017 21:37:45"
"mstsc","06-04-2017 21:37:46"
"mstsc","06-04-2017 21:37:47"
"mstsc","06-04-2017 21:37:48"
"mstsc","06-04-2017 21:37:49"
"mstsc","06-04-2017 21:37:50"
"mstsc","06-04-2017 21:37:51"
"mstsc","06-04-2017 21:37:53"
"mstsc","06-04-2017 21:37:54"
"mstsc","06-04-2017 21:37:55"
"mstsc","06-04-2017 21:37:56"
"mstsc","06-04-2017 21:37:57"
"mstsc","06-04-2017 21:37:58"
"mstsc","06-04-2017 21:37:59"
"mstsc","06-04-2017 21:38:00"
"mstsc","06-04-2017 21:38:01"
"mstsc","06-04-2017 21:38:03"
"mstsc","06-04-2017 21:38:04"
"mstsc","06-04-2017 21:38:05"
"mstsc","06-04-2017 21:38:06"
"mstsc","06-04-2017 21:38:07"
"mstsc","06-04-2017 21:38:08"
"mstsc","06-04-2017 21:38:09"
"mstsc","06-04-2017 21:38:10"
"mstsc","06-04-2017 21:38:11"
"mstsc","06-04-2017 21:38:13"
"mstsc","06-04-2017 21:38:14"
"mstsc","06-04-2017 21:38:15"
"mstsc","06-04-2017 21:38:16"
"mstsc","06-04-2017 21:38:17"
"mstsc","06-04-2017 21:38:18"
"mstsc","06-04-2017 21:38:19"
"mstsc","06-04-2017 21:38:20"
"mstsc","06-04-2017 21:38:21"
"mstsc","06-04-2017 21:38:22"
"mstsc","06-04-2017 21:38:24"
"mstsc","06-04-2017 21:38:25"
"mstsc","06-04-2017 21:38:26"
"mstsc","06-04-2017 21:38:27"
"mstsc","06-04-2017 21:38:28"
"mstsc","06-04-2017 21:38:29"
"mstsc","06-04-2017 21:38:30"
"mstsc","06-04-2017 21:38:32"
"mstsc","06-04-2017 21:38:33"
"mstsc","06-04-2017 21:38:34"
"mstsc","06-04-2017 21:38:35"
"mstsc","06-04-2017 21:38:36"
"mstsc","06-04-2017 21:38:37"
"mstsc","06-04-2017 21:38:38"
"mstsc","06-04-2017 21:38:40"
"mstsc","06-04-2017 21:38:41"
"mstsc","06-04-2017 21:38:42"
"mstsc","06-04-2017 21:38:43"
"mstsc","06-04-2017 21:38:44"
"mstsc","06-04-2017 21:38:45"
"mstsc","06-04-2017 21:38:47"
"mstsc","06-04-2017 21:38:48"
"mstsc","06-04-2017 21:38:49"
"mstsc","06-04-2017 21:38:50"
"mstsc","06-04-2017 21:38:51"
"mstsc","06-04-2017 21:38:52"
"mstsc","06-04-2017 21:38:53"
"mstsc","06-04-2017 21:38:55"
"mstsc","06-04-2017 21:38:56"
"mstsc","06-04-2017 21:38:57"
"mstsc","06-04-2017 21:38:58"
"mstsc","06-04-2017 21:38:59"
"mstsc","06-04-2017 21:39:00"
"mstsc","06-04-2017 21:39:01"
"mstsc","06-04-2017 21:39:02"
"mstsc","06-04-2017 21:39:03"
"mstsc","06-04-2017 21:39:05"
"mstsc","06-04-2017 21:39:06"
"mstsc","06-04-2017 21:39:07"
"mstsc","06-04-2017 21:39:08"
"mstsc","06-04-2017 21:39:09"
"mstsc","06-04-2017 21:39:10"
"mstsc","06-04-2017 21:39:11"
"mstsc","06-04-2017 21:39:12"
"mstsc","06-04-2017 21:39:13"
"mstsc","06-04-2017 21:39:15"
"mstsc","06-04-2017 21:39:16"
"mstsc","06-04-2017 21:39:17"
"mstsc","06-04-2017 21:39:18"
"mstsc","06-04-2017 21:39:19"
"mstsc","06-04-2017 21:39:20"
"mstsc","06-04-2017 21:39:21"
"mstsc","06-04-2017 21:39:22"
"mstsc","06-04-2017 21:39:23"
"mstsc","06-04-2017 21:39:24"
"mstsc","06-04-2017 21:39:25"
"mstsc","06-04-2017 21:39:27"
"mstsc","06-04-2017 21:39:28"
"mstsc","06-04-2017 21:39:29"
"mstsc","06-04-2017 21:39:30"
"mstsc","06-04-2017 21:39:31"
"mstsc","06-04-2017 21:39:32"
"mstsc","06-04-2017 21:39:33"
"mstsc","06-04-2017 21:39:34"
"mstsc","06-04-2017 21:39:35"
"mstsc","06-04-2017 21:39:36"
"mstsc","06-04-2017 21:39:38"
"mstsc","06-04-2017 21:39:39"
"mstsc","06-04-2017 21:39:40"
"mstsc","06-04-2017 21:39:41"
"mstsc","06-04-2017 21:39:42"
"mstsc","06-04-2017 21:39:43"
"mstsc","06-04-2017 21:39:44"
"mstsc","06-04-2017 21:39:45"
"mstsc","06-04-2017 21:39:47"
"mstsc","06-04-2017 21:39:48"
"mstsc","06-04-2017 21:39:49"
"mstsc","06-04-2017 21:39:50"
"mstsc","06-04-2017 21:39:51"
"mstsc","06-04-2017 21:39:52"
"mstsc","06-04-2017 21:39:53"
"mstsc","06-04-2017 21:39:54"
"mstsc","06-04-2017 21:39:56"
"mstsc","06-04-2017 21:39:57"
"mstsc","06-04-2017 21:39:58"
"mstsc","06-04-2017 21:39:59"
"mstsc","06-04-2017 21:40:00"
"mstsc","06-04-2017 21:40:01"
"mstsc","06-04-2017 21:40:02"
"mstsc","06-04-2017 21:40:03"
"mstsc","06-04-2017 21:40:05"
"mstsc","06-04-2017 21:40:06"
"mstsc","06-04-2017 21:40:07"
"mstsc","06-04-2017 21:40:08"
"mstsc","06-04-2017 21:40:09"
"mstsc","06-04-2017 21:40:10"
"mstsc","06-04-2017 21:40:12"
"mstsc","06-04-2017 21:40:13"
"mstsc","06-04-2017 21:40:14"
"mstsc","06-04-2017 21:40:15"
"mstsc","06-04-2017 21:40:16"
"mstsc","06-04-2017 21:40:18"
"mstsc","06-04-2017 21:40:19"
"mstsc","06-04-2017 21:40:20"
"mstsc","06-04-2017 21:40:21"
"mstsc","06-04-2017 21:40:22"
"mstsc","06-04-2017 21:40:23"
"mstsc","06-04-2017 21:40:24"
"mstsc","06-04-2017 21:40:26"
"mstsc","06-04-2017 21:40:27"
"mstsc","06-04-2017 21:40:28"
"mstsc","06-04-2017 21:40:29"
"mstsc","06-04-2017 21:40:30"
"mstsc","06-04-2017 21:40:31"
"mstsc","06-04-2017 21:40:32"
"mstsc","06-04-2017 21:40:34"
"mstsc","06-04-2017 21:40:35"
"mstsc","06-04-2017 21:40:36"
"mstsc","06-04-2017 21:40:37"
"mstsc","06-04-2017 21:40:38"
"mstsc","06-04-2017 21:40:39"
"mstsc","06-04-2017 21:40:40"
"mstsc","06-04-2017 21:40:42"
"mstsc","06-04-2017 21:40:43"
"mstsc","06-04-2017 21:40:44"
"mstsc","06-04-2017 21:40:45"
"mstsc","06-04-2017 21:40:46"
"mstsc","06-04-2017 21:40:47"
"mstsc","06-04-2017 21:40:48"
"mstsc","06-04-2017 21:40:49"
"mstsc","06-04-2017 21:40:51"
"mstsc","06-04-2017 21:40:52"
"mstsc","06-04-2017 21:40:53"
"mstsc","06-04-2017 21:40:54"
"mstsc","06-04-2017 21:40:55"
"mstsc","06-04-2017 21:40:56"
"mstsc","06-04-2017 21:40:57"
"mstsc","06-04-2017 21:40:58"
"mstsc","06-04-2017 21:41:00"
"mstsc","06-04-2017 21:41:01"
"mstsc","06-04-2017 21:41:02"
"mstsc","06-04-2017 21:41:03"
"mstsc","06-04-2017 21:41:04"
"mstsc","06-04-2017 21:41:05"
"mstsc","06-04-2017 21:41:07"
"mstsc","06-04-2017 21:41:08"
"mstsc","06-04-2017 21:41:09"
"mstsc","06-04-2017 21:41:10"
"mstsc","06-04-2017 21:41:11"
"mstsc","06-04-2017 21:41:12"
"mstsc","06-04-2017 21:41:13"
"mstsc","06-04-2017 21:41:14"
"mstsc","06-04-2017 21:41:16"
"mstsc","06-04-2017 21:41:17"
"mstsc","06-04-2017 21:41:18"
"mstsc","06-04-2017 21:41:19"
"mstsc","06-04-2017 21:41:20"
"mstsc","06-04-2017 21:41:21"
"mstsc","06-04-2017 21:41:22"
"mstsc","06-04-2017 21:41:23"
"mstsc","06-04-2017 21:41:25"
"mstsc","06-04-2017 21:41:26"
"mstsc","06-04-2017 21:41:27"
"mstsc","06-04-2017 21:41:28"
"mstsc","06-04-2017 21:41:29"
"mstsc","06-04-2017 21:41:30"
"mstsc","06-04-2017 21:41:31"
"mstsc","06-04-2017 21:41:32"
"mstsc","06-04-2017 21:41:34"
"mstsc","06-04-2017 21:41:35"
"mstsc","06-04-2017 21:41:36"
"mstsc","06-04-2017 21:41:37"
"mstsc","06-04-2017 21:41:38"
"mstsc","06-04-2017 21:41:39"
"mstsc","06-04-2017 21:41:40"
"mstsc","06-04-2017 21:41:41"
"mstsc","06-04-2017 21:41:43"
"mstsc","06-04-2017 21:41:44"
"mstsc","06-04-2017 21:41:45"
"mstsc","06-04-2017 21:41:46"
