"CurrentApplication","Date"
"mstsc","06-04-2017 12:45:56"
"mstsc","06-04-2017 12:45:57"
"mstsc","06-04-2017 12:45:58"
"mstsc","06-04-2017 12:45:59"
"mstsc","06-04-2017 12:46:00"
"mstsc","06-04-2017 12:46:01"
"mstsc","06-04-2017 12:46:03"
"mstsc","06-04-2017 12:46:04"
"mstsc","06-04-2017 12:46:05"
"mstsc","06-04-2017 12:46:06"
"mstsc","06-04-2017 12:46:07"
"mstsc","06-04-2017 12:46:08"
"mstsc","06-04-2017 12:46:09"
"mstsc","06-04-2017 12:46:10"
"mstsc","06-04-2017 12:46:11"
"mstsc","06-04-2017 12:46:12"
"mstsc","06-04-2017 12:46:13"
"mstsc","06-04-2017 12:46:14"
"mstsc","06-04-2017 12:46:15"
"mstsc","06-04-2017 12:46:16"
"mstsc","06-04-2017 12:46:18"
"mstsc","06-04-2017 12:46:19"
"explorer","06-04-2017 12:46:25"
"explorer","06-04-2017 12:46:26"
"explorer","06-04-2017 12:46:27"
"explorer","06-04-2017 12:46:28"
"explorer","06-04-2017 12:46:29"
"explorer","06-04-2017 12:46:31"
"explorer","06-04-2017 12:46:32"
"explorer","06-04-2017 12:46:33"
"explorer","06-04-2017 12:46:35"
"EXCEL","06-04-2017 12:46:42"
"EXCEL","06-04-2017 12:46:44"
"EXCEL","06-04-2017 12:46:57"
"EXCEL","06-04-2017 12:46:59"
"EXCEL","06-04-2017 12:47:00"
"EXCEL","06-04-2017 12:47:01"
"EXCEL","06-04-2017 12:47:02"
"EXCEL","06-04-2017 12:47:03"
"EXCEL","06-04-2017 12:47:04"
"EXCEL","06-04-2017 12:47:05"
"EXCEL","06-04-2017 12:47:06"
"EXCEL","06-04-2017 12:47:07"
"EXCEL","06-04-2017 12:47:08"
"EXCEL","06-04-2017 12:47:09"
"EXCEL","06-04-2017 12:47:10"
"EXCEL","06-04-2017 12:47:12"
"EXCEL","06-04-2017 12:47:13"
"EXCEL","06-04-2017 12:47:15"
"EXCEL","06-04-2017 12:47:16"
"EXCEL","06-04-2017 12:47:17"
"EXCEL","06-04-2017 12:47:18"
"EXCEL","06-04-2017 12:47:19"
"EXCEL","06-04-2017 12:47:20"
"EXCEL","06-04-2017 12:47:21"
"EXCEL","06-04-2017 12:47:22"
"EXCEL","06-04-2017 12:47:23"
"EXCEL","06-04-2017 12:47:24"
"EXCEL","06-04-2017 12:47:25"
"EXCEL","06-04-2017 12:47:27"
"EXCEL","06-04-2017 12:47:28"
"EXCEL","06-04-2017 12:47:29"
"EXCEL","06-04-2017 12:47:30"
"EXCEL","06-04-2017 12:47:31"
"EXCEL","06-04-2017 12:47:32"
"EXCEL","06-04-2017 12:47:33"
"EXCEL","06-04-2017 12:47:34"
"EXCEL","06-04-2017 12:47:35"
"EXCEL","06-04-2017 12:47:36"
"EXCEL","06-04-2017 12:47:37"
"EXCEL","06-04-2017 12:47:39"
"EXCEL","06-04-2017 12:47:40"
"EXCEL","06-04-2017 12:47:41"
"EXCEL","06-04-2017 12:47:42"
"EXCEL","06-04-2017 12:47:43"
"EXCEL","06-04-2017 12:47:44"
"EXCEL","06-04-2017 12:47:45"
"EXCEL","06-04-2017 12:47:46"
"EXCEL","06-04-2017 12:47:47"
"EXCEL","06-04-2017 12:47:48"
"OUTLOOK","06-04-2017 12:47:49"
"OUTLOOK","06-04-2017 12:47:50"
"OUTLOOK","06-04-2017 12:47:52"
"OUTLOOK","06-04-2017 12:47:53"
"OUTLOOK","06-04-2017 12:47:54"
"OUTLOOK","06-04-2017 12:47:55"
"OUTLOOK","06-04-2017 12:47:57"
"OUTLOOK","06-04-2017 12:47:58"
"OUTLOOK","06-04-2017 12:47:59"
"OUTLOOK","06-04-2017 12:48:00"
"OUTLOOK","06-04-2017 12:48:01"
"OUTLOOK","06-04-2017 12:48:02"
"OUTLOOK","06-04-2017 12:48:03"
"OUTLOOK","06-04-2017 12:48:05"
"OUTLOOK","06-04-2017 12:48:06"
"OUTLOOK","06-04-2017 12:48:07"
"OUTLOOK","06-04-2017 12:48:08"
"OUTLOOK","06-04-2017 12:48:09"
"OUTLOOK","06-04-2017 12:48:10"
"OUTLOOK","06-04-2017 12:48:11"
"OUTLOOK","06-04-2017 12:48:12"
"OUTLOOK","06-04-2017 12:48:13"
"OUTLOOK","06-04-2017 12:48:14"
"OUTLOOK","06-04-2017 12:48:15"
"OUTLOOK","06-04-2017 12:48:17"
"OUTLOOK","06-04-2017 12:48:18"
"OUTLOOK","06-04-2017 12:48:19"
"OUTLOOK","06-04-2017 12:48:20"
"OUTLOOK","06-04-2017 12:48:21"
"OUTLOOK","06-04-2017 12:48:22"
"OUTLOOK","06-04-2017 12:48:23"
"OUTLOOK","06-04-2017 12:48:24"
"OUTLOOK","06-04-2017 12:48:25"
"OUTLOOK","06-04-2017 12:48:26"
"OUTLOOK","06-04-2017 12:48:27"
"OUTLOOK","06-04-2017 12:48:28"
"OUTLOOK","06-04-2017 12:48:29"
"OUTLOOK","06-04-2017 12:48:31"
"OUTLOOK","06-04-2017 12:48:32"
"OUTLOOK","06-04-2017 12:48:33"
"OUTLOOK","06-04-2017 12:48:34"
"OUTLOOK","06-04-2017 12:48:35"
"OUTLOOK","06-04-2017 12:48:36"
"OUTLOOK","06-04-2017 12:48:37"
"OUTLOOK","06-04-2017 12:48:38"
"EXCEL","06-04-2017 12:48:39"
"EXCEL","06-04-2017 12:48:40"
"EXCEL","06-04-2017 12:48:41"
"EXCEL","06-04-2017 12:48:42"
"EXCEL","06-04-2017 12:48:44"
"EXCEL","06-04-2017 12:48:45"
"EXCEL","06-04-2017 12:48:46"
"EXCEL","06-04-2017 12:48:47"
"EXCEL","06-04-2017 12:48:48"
"EXCEL","06-04-2017 12:48:49"
"EXCEL","06-04-2017 12:48:50"
"EXCEL","06-04-2017 12:48:51"
"EXCEL","06-04-2017 12:48:52"
"EXCEL","06-04-2017 12:48:53"
"EXCEL","06-04-2017 12:48:54"
"EXCEL","06-04-2017 12:48:55"
"EXCEL","06-04-2017 12:48:56"
"EXCEL","06-04-2017 12:48:58"
"EXCEL","06-04-2017 12:48:59"
"OUTLOOK","06-04-2017 12:49:56"
"OUTLOOK","06-04-2017 12:49:57"
"OUTLOOK","06-04-2017 12:49:58"
"OUTLOOK","06-04-2017 12:49:59"
"OUTLOOK","06-04-2017 12:50:00"
"OUTLOOK","06-04-2017 12:50:01"
"explorer","06-04-2017 12:50:02"
"explorer","06-04-2017 12:50:03"
"explorer","06-04-2017 12:50:04"
"explorer","06-04-2017 12:50:05"
"explorer","06-04-2017 12:50:06"
"explorer","06-04-2017 12:50:07"
"explorer","06-04-2017 12:50:08"
"explorer","06-04-2017 12:50:10"
"explorer","06-04-2017 12:50:11"
"explorer","06-04-2017 12:50:12"
"explorer","06-04-2017 12:50:13"
"explorer","06-04-2017 12:50:14"
"explorer","06-04-2017 12:50:16"
"explorer","06-04-2017 12:50:17"
"OUTLOOK","06-04-2017 12:53:41"
"OUTLOOK","06-04-2017 12:53:42"
"OUTLOOK","06-04-2017 12:53:43"
"OUTLOOK","06-04-2017 12:53:44"
"OUTLOOK","06-04-2017 12:53:45"
"OUTLOOK","06-04-2017 12:53:46"
"OUTLOOK","06-04-2017 12:53:47"
"OUTLOOK","06-04-2017 12:53:48"
"OUTLOOK","06-04-2017 12:53:49"
"OUTLOOK","06-04-2017 12:53:50"
"OUTLOOK","06-04-2017 12:53:52"
"OUTLOOK","06-04-2017 12:53:53"
"OUTLOOK","06-04-2017 12:53:54"
"OUTLOOK","06-04-2017 12:53:55"
"OUTLOOK","06-04-2017 12:53:56"
"OUTLOOK","06-04-2017 12:53:57"
"OUTLOOK","06-04-2017 12:53:58"
"OUTLOOK","06-04-2017 12:53:59"
"OUTLOOK","06-04-2017 12:54:00"
"OUTLOOK","06-04-2017 12:54:01"
"OUTLOOK","06-04-2017 12:54:02"
"OUTLOOK","06-04-2017 12:54:03"
"OUTLOOK","06-04-2017 12:54:04"
"OUTLOOK","06-04-2017 12:54:05"
"OUTLOOK","06-04-2017 12:54:07"
"OUTLOOK","06-04-2017 12:54:08"
"OUTLOOK","06-04-2017 12:54:09"
"OUTLOOK","06-04-2017 12:54:10"
"OUTLOOK","06-04-2017 12:54:11"
"OUTLOOK","06-04-2017 12:54:12"
"OUTLOOK","06-04-2017 12:54:13"
"OUTLOOK","06-04-2017 12:54:14"
"OUTLOOK","06-04-2017 12:54:15"
"OUTLOOK","06-04-2017 12:54:16"
"OUTLOOK","06-04-2017 12:54:17"
"OUTLOOK","06-04-2017 12:54:18"
"OUTLOOK","06-04-2017 12:54:19"
"OUTLOOK","06-04-2017 12:54:20"
"OUTLOOK","06-04-2017 12:54:22"
"OUTLOOK","06-04-2017 12:54:23"
"OUTLOOK","06-04-2017 12:54:24"
"OUTLOOK","06-04-2017 12:54:25"
"OUTLOOK","06-04-2017 12:54:26"
"OUTLOOK","06-04-2017 12:54:27"
"OUTLOOK","06-04-2017 12:54:28"
"OUTLOOK","06-04-2017 12:54:29"
"OUTLOOK","06-04-2017 12:54:30"
"OUTLOOK","06-04-2017 12:54:31"
"OUTLOOK","06-04-2017 12:54:32"
"OUTLOOK","06-04-2017 12:54:33"
"OUTLOOK","06-04-2017 12:54:34"
"OUTLOOK","06-04-2017 12:54:35"
"OUTLOOK","06-04-2017 12:54:37"
"OUTLOOK","06-04-2017 12:54:38"
"OUTLOOK","06-04-2017 12:54:39"
"OUTLOOK","06-04-2017 12:54:40"
"OUTLOOK","06-04-2017 12:54:41"
"OUTLOOK","06-04-2017 12:54:42"
"OUTLOOK","06-04-2017 12:54:43"
"OUTLOOK","06-04-2017 12:54:44"
"OUTLOOK","06-04-2017 12:54:45"
"OUTLOOK","06-04-2017 12:54:46"
"OUTLOOK","06-04-2017 12:54:47"
"OUTLOOK","06-04-2017 12:54:48"
"OUTLOOK","06-04-2017 12:54:49"
"OUTLOOK","06-04-2017 12:54:50"
"OUTLOOK","06-04-2017 12:54:51"
"OUTLOOK","06-04-2017 12:54:52"
"OUTLOOK","06-04-2017 12:54:54"
"OUTLOOK","06-04-2017 12:54:55"
"OUTLOOK","06-04-2017 12:54:56"
"OUTLOOK","06-04-2017 12:54:57"
"OUTLOOK","06-04-2017 12:54:58"
"OUTLOOK","06-04-2017 12:54:59"
"OUTLOOK","06-04-2017 12:55:00"
"OUTLOOK","06-04-2017 12:55:01"
"OUTLOOK","06-04-2017 12:55:02"
"OUTLOOK","06-04-2017 12:55:03"
"OUTLOOK","06-04-2017 12:55:04"
"OUTLOOK","06-04-2017 12:55:05"
"OUTLOOK","06-04-2017 12:55:06"
"OUTLOOK","06-04-2017 12:55:08"
"OUTLOOK","06-04-2017 12:55:09"
"OUTLOOK","06-04-2017 12:55:10"
"OUTLOOK","06-04-2017 12:55:11"
"OUTLOOK","06-04-2017 12:55:12"
"OUTLOOK","06-04-2017 12:55:13"
"OUTLOOK","06-04-2017 12:55:14"
"OUTLOOK","06-04-2017 12:55:15"
"OUTLOOK","06-04-2017 12:55:16"
"OUTLOOK","06-04-2017 12:55:17"
"OUTLOOK","06-04-2017 12:55:18"
"OUTLOOK","06-04-2017 12:55:20"
"OUTLOOK","06-04-2017 12:55:21"
"OUTLOOK","06-04-2017 12:55:22"
"OUTLOOK","06-04-2017 12:55:23"
"OUTLOOK","06-04-2017 12:55:24"
"OUTLOOK","06-04-2017 12:55:25"
"OUTLOOK","06-04-2017 12:55:26"
"OUTLOOK","06-04-2017 12:55:27"
"OUTLOOK","06-04-2017 12:55:28"
"OUTLOOK","06-04-2017 12:55:29"
"OUTLOOK","06-04-2017 12:55:30"
"OUTLOOK","06-04-2017 12:55:31"
"OUTLOOK","06-04-2017 12:55:32"
"OUTLOOK","06-04-2017 12:55:34"
"OUTLOOK","06-04-2017 12:55:35"
"OUTLOOK","06-04-2017 12:55:36"
"OUTLOOK","06-04-2017 12:55:37"
"OUTLOOK","06-04-2017 12:55:38"
"OUTLOOK","06-04-2017 12:55:39"
"OUTLOOK","06-04-2017 12:55:40"
"OUTLOOK","06-04-2017 12:55:41"
"OUTLOOK","06-04-2017 12:55:42"
"OUTLOOK","06-04-2017 12:55:43"
"OUTLOOK","06-04-2017 12:55:44"
"OUTLOOK","06-04-2017 12:55:45"
"OUTLOOK","06-04-2017 12:55:46"
"OUTLOOK","06-04-2017 12:55:47"
"OUTLOOK","06-04-2017 12:55:48"
"explorer","06-04-2017 12:55:49"
"ApplicationFrameHost","06-04-2017 12:55:57"
"ApplicationFrameHost","06-04-2017 12:55:58"
"ApplicationFrameHost","06-04-2017 12:55:59"
"ApplicationFrameHost","06-04-2017 12:56:00"
"ApplicationFrameHost","06-04-2017 12:56:01"
"explorer","06-04-2017 12:56:03"
"mstsc","06-04-2017 12:56:04"
"mstsc","06-04-2017 12:56:05"
"mstsc","06-04-2017 12:56:07"
"mstsc","06-04-2017 12:56:08"
"mstsc","06-04-2017 12:56:09"
"mstsc","06-04-2017 12:56:10"
"mstsc","06-04-2017 12:56:11"
"mstsc","06-04-2017 12:56:12"
"mstsc","06-04-2017 12:56:13"
"mstsc","06-04-2017 12:56:14"
"mstsc","06-04-2017 12:56:15"
"mstsc","06-04-2017 12:56:16"
"mstsc","06-04-2017 12:56:17"
"mstsc","06-04-2017 12:56:18"
"mstsc","06-04-2017 12:56:19"
"mstsc","06-04-2017 12:56:20"
"mstsc","06-04-2017 12:56:21"
"mstsc","06-04-2017 12:56:23"
"mstsc","06-04-2017 12:56:24"
"mstsc","06-04-2017 12:56:25"
"mstsc","06-04-2017 12:56:26"
"mstsc","06-04-2017 12:56:27"
"mstsc","06-04-2017 12:56:28"
"mstsc","06-04-2017 12:56:29"
"mstsc","06-04-2017 12:56:30"
"mstsc","06-04-2017 12:56:31"
"mstsc","06-04-2017 12:56:32"
"mstsc","06-04-2017 12:56:33"
"mstsc","06-04-2017 12:56:34"
"mstsc","06-04-2017 12:56:35"
"mstsc","06-04-2017 12:56:37"
"mstsc","06-04-2017 12:56:38"
"mstsc","06-04-2017 12:56:39"
"mstsc","06-04-2017 12:56:40"
"mstsc","06-04-2017 12:56:41"
"mstsc","06-04-2017 12:56:42"
"mstsc","06-04-2017 12:56:43"
"mstsc","06-04-2017 12:56:44"
"mstsc","06-04-2017 12:56:45"
"mstsc","06-04-2017 12:56:46"
"mstsc","06-04-2017 12:56:47"
"mstsc","06-04-2017 12:56:48"
"mstsc","06-04-2017 12:56:49"
"mstsc","06-04-2017 12:56:50"
"mstsc","06-04-2017 12:56:52"
"mstsc","06-04-2017 12:56:53"
"mstsc","06-04-2017 12:56:54"
"mstsc","06-04-2017 12:56:55"
"mstsc","06-04-2017 12:56:56"
"mstsc","06-04-2017 12:56:57"
"mstsc","06-04-2017 12:56:58"
"mstsc","06-04-2017 12:56:59"
"mstsc","06-04-2017 12:57:00"
"mstsc","06-04-2017 12:57:01"
"mstsc","06-04-2017 12:57:02"
"mstsc","06-04-2017 12:57:03"
"mstsc","06-04-2017 12:57:04"
"mstsc","06-04-2017 12:57:05"
"mstsc","06-04-2017 12:57:07"
"mstsc","06-04-2017 12:57:08"
"mstsc","06-04-2017 12:57:09"
"mstsc","06-04-2017 12:57:10"
"mstsc","06-04-2017 12:57:11"
"mstsc","06-04-2017 12:57:12"
"mstsc","06-04-2017 12:57:13"
"mstsc","06-04-2017 12:57:14"
"mstsc","06-04-2017 12:57:15"
"mstsc","06-04-2017 12:57:16"
"mstsc","06-04-2017 12:57:17"
"mstsc","06-04-2017 12:57:18"
"mstsc","06-04-2017 12:57:19"
"mstsc","06-04-2017 12:57:20"
"mstsc","06-04-2017 12:57:21"
"mstsc","06-04-2017 12:57:23"
"mstsc","06-04-2017 12:57:24"
"mstsc","06-04-2017 12:57:25"
"mstsc","06-04-2017 12:57:26"
"mstsc","06-04-2017 12:57:27"
"mstsc","06-04-2017 12:57:28"
"mstsc","06-04-2017 12:57:29"
"mstsc","06-04-2017 12:57:30"
"mstsc","06-04-2017 12:57:31"
"mstsc","06-04-2017 12:57:32"
"mstsc","06-04-2017 12:57:33"
"mstsc","06-04-2017 12:57:34"
"mstsc","06-04-2017 12:57:35"
"mstsc","06-04-2017 12:57:36"
"mstsc","06-04-2017 12:57:38"
"mstsc","06-04-2017 12:57:39"
"mstsc","06-04-2017 12:57:40"
"mstsc","06-04-2017 12:57:41"
"mstsc","06-04-2017 12:57:42"
"mstsc","06-04-2017 12:57:43"
"mstsc","06-04-2017 12:57:44"
"mstsc","06-04-2017 12:57:45"
"mstsc","06-04-2017 12:57:46"
"mstsc","06-04-2017 12:57:47"
"mstsc","06-04-2017 12:57:48"
"mstsc","06-04-2017 12:57:49"
"mstsc","06-04-2017 12:57:50"
"mstsc","06-04-2017 12:57:51"
"mstsc","06-04-2017 12:57:53"
"mstsc","06-04-2017 12:57:54"
"mstsc","06-04-2017 12:57:55"
"mstsc","06-04-2017 12:57:56"
"mstsc","06-04-2017 12:57:57"
"mstsc","06-04-2017 12:57:58"
"mstsc","06-04-2017 12:57:59"
"mstsc","06-04-2017 12:58:00"
"mstsc","06-04-2017 12:58:01"
"mstsc","06-04-2017 12:58:02"
"mstsc","06-04-2017 12:58:03"
"mstsc","06-04-2017 12:58:04"
"mstsc","06-04-2017 12:58:05"
"mstsc","06-04-2017 12:58:07"
"mstsc","06-04-2017 12:58:08"
"mstsc","06-04-2017 12:58:09"
"mstsc","06-04-2017 12:58:10"
"mstsc","06-04-2017 12:58:11"
"mstsc","06-04-2017 12:58:12"
"mstsc","06-04-2017 12:58:13"
"mstsc","06-04-2017 12:58:14"
"mstsc","06-04-2017 12:58:15"
"mstsc","06-04-2017 12:58:16"
"mstsc","06-04-2017 12:58:17"
"mstsc","06-04-2017 12:58:18"
"mstsc","06-04-2017 12:58:19"
"mstsc","06-04-2017 12:58:20"
"mstsc","06-04-2017 12:58:21"
"mstsc","06-04-2017 12:58:23"
"mstsc","06-04-2017 12:58:24"
"mstsc","06-04-2017 12:58:25"
"mstsc","06-04-2017 12:58:26"
"mstsc","06-04-2017 12:58:27"
"mstsc","06-04-2017 12:58:28"
"mstsc","06-04-2017 12:58:29"
"mstsc","06-04-2017 12:58:30"
"mstsc","06-04-2017 12:58:31"
"mstsc","06-04-2017 12:58:32"
"mstsc","06-04-2017 12:58:33"
"mstsc","06-04-2017 12:58:34"
"mstsc","06-04-2017 12:58:35"
"mstsc","06-04-2017 12:58:37"
"mstsc","06-04-2017 12:58:38"
"mstsc","06-04-2017 12:58:39"
"mstsc","06-04-2017 12:58:40"
"mstsc","06-04-2017 12:58:41"
"mstsc","06-04-2017 12:58:42"
"mstsc","06-04-2017 12:58:43"
"mstsc","06-04-2017 12:58:44"
"mstsc","06-04-2017 12:58:45"
"mstsc","06-04-2017 12:58:46"
"mstsc","06-04-2017 12:58:47"
"mstsc","06-04-2017 12:58:48"
"mstsc","06-04-2017 12:58:49"
"mstsc","06-04-2017 12:58:50"
"mstsc","06-04-2017 12:58:52"
"mstsc","06-04-2017 12:58:53"
"mstsc","06-04-2017 12:58:54"
"mstsc","06-04-2017 12:58:55"
"mstsc","06-04-2017 12:58:56"
"mstsc","06-04-2017 12:58:57"
"mstsc","06-04-2017 12:58:58"
"mstsc","06-04-2017 12:58:59"
"mstsc","06-04-2017 12:59:00"
"mstsc","06-04-2017 12:59:01"
"mstsc","06-04-2017 12:59:02"
"mstsc","06-04-2017 12:59:03"
"mstsc","06-04-2017 12:59:04"
"mstsc","06-04-2017 12:59:06"
"mstsc","06-04-2017 12:59:07"
"mstsc","06-04-2017 12:59:08"
"mstsc","06-04-2017 12:59:09"
"mstsc","06-04-2017 12:59:10"
"mstsc","06-04-2017 12:59:11"
"mstsc","06-04-2017 12:59:12"
"mstsc","06-04-2017 12:59:13"
"mstsc","06-04-2017 12:59:14"
"mstsc","06-04-2017 12:59:15"
"mstsc","06-04-2017 12:59:16"
"mstsc","06-04-2017 12:59:17"
"mstsc","06-04-2017 12:59:18"
"mstsc","06-04-2017 12:59:19"
"mstsc","06-04-2017 12:59:21"
"mstsc","06-04-2017 12:59:22"
"mstsc","06-04-2017 12:59:23"
"mstsc","06-04-2017 12:59:24"
"mstsc","06-04-2017 12:59:25"
"mstsc","06-04-2017 12:59:26"
"mstsc","06-04-2017 12:59:27"
"mstsc","06-04-2017 12:59:28"
"mstsc","06-04-2017 12:59:29"
"mstsc","06-04-2017 12:59:30"
"mstsc","06-04-2017 12:59:31"
"mstsc","06-04-2017 12:59:32"
"mstsc","06-04-2017 12:59:33"
"mstsc","06-04-2017 12:59:35"
"mstsc","06-04-2017 12:59:36"
"mstsc","06-04-2017 12:59:37"
"mstsc","06-04-2017 12:59:38"
"mstsc","06-04-2017 12:59:39"
"mstsc","06-04-2017 12:59:40"
"mstsc","06-04-2017 12:59:41"
"mstsc","06-04-2017 12:59:42"
"mstsc","06-04-2017 12:59:43"
"mstsc","06-04-2017 12:59:44"
"mstsc","06-04-2017 12:59:45"
"mstsc","06-04-2017 12:59:46"
"mstsc","06-04-2017 12:59:47"
"mstsc","06-04-2017 12:59:48"
"mstsc","06-04-2017 12:59:50"
"mstsc","06-04-2017 12:59:51"
"mstsc","06-04-2017 12:59:52"
"mstsc","06-04-2017 12:59:53"
"mstsc","06-04-2017 12:59:54"
"mstsc","06-04-2017 12:59:55"
"mstsc","06-04-2017 12:59:56"
"mstsc","06-04-2017 12:59:57"
"mstsc","06-04-2017 12:59:58"
"mstsc","06-04-2017 12:59:59"
"mstsc","06-04-2017 13:00:00"
"mstsc","06-04-2017 13:00:01"
"mstsc","06-04-2017 13:00:02"
"mstsc","06-04-2017 13:00:03"
"mstsc","06-04-2017 13:00:05"
"mstsc","06-04-2017 13:00:06"
"mstsc","06-04-2017 13:00:07"
"mstsc","06-04-2017 13:00:08"
"mstsc","06-04-2017 13:00:09"
"mstsc","06-04-2017 13:00:10"
"mstsc","06-04-2017 13:00:11"
"mstsc","06-04-2017 13:00:12"
"mstsc","06-04-2017 13:00:13"
"mstsc","06-04-2017 13:00:14"
"mstsc","06-04-2017 13:00:15"
"mstsc","06-04-2017 13:00:16"
"mstsc","06-04-2017 13:00:18"
"mstsc","06-04-2017 13:00:19"
"mstsc","06-04-2017 13:00:20"
"mstsc","06-04-2017 13:00:21"
"mstsc","06-04-2017 13:00:22"
"mstsc","06-04-2017 13:00:23"
"mstsc","06-04-2017 13:00:24"
"mstsc","06-04-2017 13:00:25"
"mstsc","06-04-2017 13:00:26"
"mstsc","06-04-2017 13:00:27"
"mstsc","06-04-2017 13:00:28"
"mstsc","06-04-2017 13:00:29"
"mstsc","06-04-2017 13:00:31"
"mstsc","06-04-2017 13:00:32"
"mstsc","06-04-2017 13:00:33"
"mstsc","06-04-2017 13:00:34"
"mstsc","06-04-2017 13:00:35"
"mstsc","06-04-2017 13:00:36"
"mstsc","06-04-2017 13:00:37"
"mstsc","06-04-2017 13:00:38"
"mstsc","06-04-2017 13:00:39"
"mstsc","06-04-2017 13:00:40"
"mstsc","06-04-2017 13:00:41"
"mstsc","06-04-2017 13:00:42"
"mstsc","06-04-2017 13:00:43"
"mstsc","06-04-2017 13:00:45"
"mstsc","06-04-2017 13:00:46"
"mstsc","06-04-2017 13:00:47"
"mstsc","06-04-2017 13:00:48"
"mstsc","06-04-2017 13:00:49"
"mstsc","06-04-2017 13:00:50"
"mstsc","06-04-2017 13:00:51"
"mstsc","06-04-2017 13:00:52"
"mstsc","06-04-2017 13:00:53"
"mstsc","06-04-2017 13:00:54"
"mstsc","06-04-2017 13:00:55"
"mstsc","06-04-2017 13:00:56"
"mstsc","06-04-2017 13:00:57"
"mstsc","06-04-2017 13:00:58"
"mstsc","06-04-2017 13:01:00"
"mstsc","06-04-2017 13:01:01"
"mstsc","06-04-2017 13:01:02"
"mstsc","06-04-2017 13:01:03"
"mstsc","06-04-2017 13:01:04"
"mstsc","06-04-2017 13:01:05"
"mstsc","06-04-2017 13:01:06"
"mstsc","06-04-2017 13:01:07"
"mstsc","06-04-2017 13:01:08"
"mstsc","06-04-2017 13:01:09"
"mstsc","06-04-2017 13:01:10"
"mstsc","06-04-2017 13:01:11"
"mstsc","06-04-2017 13:01:13"
"mstsc","06-04-2017 13:01:14"
"mstsc","06-04-2017 13:01:15"
"mstsc","06-04-2017 13:01:16"
"mstsc","06-04-2017 13:01:17"
"mstsc","06-04-2017 13:01:18"
"mstsc","06-04-2017 13:01:19"
"mstsc","06-04-2017 13:01:20"
"mstsc","06-04-2017 13:01:21"
"mstsc","06-04-2017 13:01:22"
"mstsc","06-04-2017 13:01:23"
"mstsc","06-04-2017 13:01:24"
"mstsc","06-04-2017 13:01:25"
"mstsc","06-04-2017 13:01:26"
"mstsc","06-04-2017 13:01:28"
"mstsc","06-04-2017 13:01:29"
"mstsc","06-04-2017 13:01:30"
"mstsc","06-04-2017 13:01:31"
"mstsc","06-04-2017 13:01:32"
"mstsc","06-04-2017 13:01:33"
"mstsc","06-04-2017 13:01:34"
"mstsc","06-04-2017 13:01:35"
"mstsc","06-04-2017 13:01:36"
"mstsc","06-04-2017 13:01:37"
"mstsc","06-04-2017 13:01:38"
"mstsc","06-04-2017 13:01:39"
"mstsc","06-04-2017 13:01:40"
"mstsc","06-04-2017 13:01:41"
"mstsc","06-04-2017 13:01:43"
"mstsc","06-04-2017 13:01:44"
"mstsc","06-04-2017 13:01:45"
"mstsc","06-04-2017 13:01:46"
"mstsc","06-04-2017 13:01:47"
"mstsc","06-04-2017 13:01:48"
"mstsc","06-04-2017 13:01:49"
"mstsc","06-04-2017 13:01:50"
"mstsc","06-04-2017 13:01:51"
"mstsc","06-04-2017 13:01:52"
"mstsc","06-04-2017 13:01:53"
"mstsc","06-04-2017 13:01:54"
"mstsc","06-04-2017 13:01:56"
"mstsc","06-04-2017 13:01:57"
"mstsc","06-04-2017 13:01:58"
"mstsc","06-04-2017 13:01:59"
"mstsc","06-04-2017 13:02:00"
"mstsc","06-04-2017 13:02:01"
"mstsc","06-04-2017 13:02:02"
"mstsc","06-04-2017 13:02:03"
"mstsc","06-04-2017 13:02:04"
"mstsc","06-04-2017 13:02:05"
"mstsc","06-04-2017 13:02:06"
"mstsc","06-04-2017 13:02:07"
"mstsc","06-04-2017 13:02:08"
"mstsc","06-04-2017 13:02:10"
"mstsc","06-04-2017 13:02:11"
"mstsc","06-04-2017 13:02:12"
"mstsc","06-04-2017 13:02:13"
"mstsc","06-04-2017 13:02:14"
"mstsc","06-04-2017 13:02:15"
"mstsc","06-04-2017 13:02:16"
"mstsc","06-04-2017 13:02:17"
"mstsc","06-04-2017 13:02:18"
"mstsc","06-04-2017 13:02:19"
"mstsc","06-04-2017 13:03:02"
"mstsc","06-04-2017 13:03:03"
"mstsc","06-04-2017 13:03:04"
"mstsc","06-04-2017 13:03:05"
"mstsc","06-04-2017 13:03:07"
"mstsc","06-04-2017 13:03:08"
"mstsc","06-04-2017 13:03:09"
"mstsc","06-04-2017 13:03:10"
"mstsc","06-04-2017 13:03:11"
"mstsc","06-04-2017 13:03:12"
"mstsc","06-04-2017 13:03:13"
"mstsc","06-04-2017 13:03:14"
"mstsc","06-04-2017 13:03:15"
"mstsc","06-04-2017 13:03:16"
"mstsc","06-04-2017 13:03:17"
"mstsc","06-04-2017 13:03:18"
"mstsc","06-04-2017 13:03:19"
"mstsc","06-04-2017 13:03:20"
"mstsc","06-04-2017 13:03:22"
"mstsc","06-04-2017 13:03:23"
"mstsc","06-04-2017 13:03:24"
"mstsc","06-04-2017 13:03:25"
"mstsc","06-04-2017 13:03:26"
"mstsc","06-04-2017 13:03:27"
"mstsc","06-04-2017 13:03:28"
"mstsc","06-04-2017 13:03:29"
"mstsc","06-04-2017 13:03:30"
"mstsc","06-04-2017 13:03:31"
"mstsc","06-04-2017 13:03:32"
